sample_id,price
162209,6.3263702
287083,19.968193
265459,3.6649988
296124,5.28588
15509,10.667349
112466,33.1802
101382,16.4575
282568,44.999012
92557,3.3337626
283523,8.455065
168873,17.656319
223932,10.379614
199772,6.3263702
33589,20.085537
235524,43.529446
100593,19.429583
295833,6.2648897
194828,10.278746
173679,17.969429
84443,7.8809876
19827,31.537329
159217,6.6819777
200101,4.874338
40815,23.898796
106079,14.104364
287913,21.339222
286246,72.33079
230574,6.2161365
73645,50.495037
56580,36.512558
185057,9.322416
110193,22.848976
265456,6.3140254
272119,11.78464
73684,27.453674
84917,3.0652132
254051,2.9449096
213640,4.486068
5941,7.7134757
192025,94.33717
295491,9.94306
14394,21.632973
219359,15.014018
292038,5.914126
236046,24.705631
219569,6.0248857
251251,10.625759
193520,8.131156
153393,10.379614
112673,4.0449166
66961,9.053261
59610,16.651495
187539,13.32769
196138,80.06291
27796,4.2142706
192821,47.250763
217441,21.802647
106554,15.765318
203432,5.2345114
73634,41.78017
53665,10.688202
226789,17.587484
46549,11.534157
234314,35.251217
112654,5.726573
239127,8.307738
93245,12.520204
207744,2.7090065
17530,6.995818
221997,45.61846
45669,4.1611075
166053,6.501744
270552,12.350196
183394,25.340958
7286,100.029854
111584,7.804399
168394,11.534157
294463,4.61944
18251,46.791576
203229,29.626575
2599,18.868618
154170,9.432305
213714,7.0644712
11554,8.389267
262927,9.358902
156465,9.562148
53995,62.842083
129260,48.655537
281072,16.4575
29191,15.6426325
246389,27.13383
102936,5.8452244
63126,19.581976
21235,19.543766
176587,7.579071
111728,14.868112
140389,2.8654757
224260,10.793093
95308,22.804394
149658,13.379851
97804,2.461766
174598,8.210952
19672,56.331272
216342,3.693744
281952,22.671162
53666,36.942955
258593,15.400116
33650,44.823578
43438,10.001493
148107,23.712814
98687,14.410667
213206,3.1842065
245479,47.80774
236509,15.888968
251785,20.441727
20793,33.440426
64682,13.484792
150402,34.569393
131447,13.018956
47344,21.50659
56390,9.599574
28935,17.113092
276468,5.3848734
129644,16.554213
129059,51.692493
161246,53.021805
147844,34.23345
143756,20.24307
103131,7.958328
286238,34.84053
8708,35.94648
241039,4.747495
89737,8.275352
147371,35.320133
68808,4.025214
89225,19.543766
184365,9.981977
109431,19.128357
77529,34.63698
252679,20.24307
74699,8.63868
225191,20.441727
47314,12.447059
190037,22.494736
283484,3.0562465
4624,7.0438056
37365,2.9912853
150520,8.291529
160793,17.348665
288758,4.614931
70721,26.145367
153130,12.087688
253230,13.223971
11371,20.124805
134200,4.247324
46636,4.377871
255775,13.940046
134099,12.520204
132998,32.222218
245102,28.049885
106588,16.329426
40475,8.131156
35737,19.658615
75488,4.798769
243789,28.269875
93502,17.518917
233628,4.3395624
86958,10.963058
98928,9.655986
215242,44.128654
264446,7.417976
199345,12.544682
153369,10.099642
242403,12.569208
195633,39.24884
253943,15.612111
210835,13.967299
203602,7.534792
24911,51.692493
82198,6.0190043
222247,39.711487
192793,26.043438
104529,8.50475
31090,9.788908
11109,2.9535499
125529,8.965281
120658,19.09103
235470,35.18243
216872,9.524869
1366,67.15686
133729,25.740017
139689,20.521732
279258,10.54307
97282,2.169321
288383,8.488156
116389,7.6236105
173568,25.192907
262785,1.6422936
92633,14.723621
219247,18.75838
254679,28.65903
68759,43.614548
114484,16.013588
77864,9.769808
264420,9.017967
68473,30.09313
284648,3.3175242
33357,3.5870986
103968,32.474937
49470,10.079935
28890,18.181246
200182,15.612111
104436,53.646805
88704,3.8975635
49343,14.810145
146051,19.240768
75411,14.723621
81149,14.66622
290573,44.21493
151498,36.942955
291639,9.469224
56972,6.1557274
70534,14.3544855
182536,6.9143147
254227,12.422772
133565,10.218695
86422,3.4699514
198654,17.89937
224439,4.4685783
122263,5.400673
246957,6.662431
228792,17.046375
151419,48.182697
180019,5.726573
269000,10.198753
126116,1.6467099
72182,5.6931167
50911,21.632973
22336,13.994605
85561,87.589096
248192,7.432479
93970,5.925688
213816,8.131156
16889,9.962502
15442,12.278044
203089,9.846436
279417,5.395401
193127,3.2597177
198525,25.891283
219538,39.86692
90945,23.712814
254383,15.430224
115404,5.3065677
96786,4.068687
259493,42.107857
173435,29.51108
73281,7.564283
199003,23.528278
238125,38.867413
230530,27.400106
27633,6.8270893
92118,5.098295
212816,13.353744
89159,4.4208336
131701,6.559139
34332,28.996862
78208,10.877743
130144,26.350424
181900,6.2955546
147260,55.02638
21298,10.751013
78630,14.955483
145463,13.121061
181331,3.8109965
68026,16.170734
107328,7.3602486
12930,38.115654
255057,12.495775
273075,34.84053
41615,7.154729
87308,29.338663
5700,3.7924328
171022,16.107695
95699,13.45848
7807,27.186876
14094,9.469224
220034,112.46662
188365,5.1937757
294134,21.131851
289489,9.962502
29363,10.359362
142340,16.234026
159952,2.361684
239851,33.1802
86371,17.587484
181699,10.040637
95608,2.014146
167151,31.598982
203800,13.4322195
260961,4.38643
561,21.297585
219613,10.461023
298494,15.310146
118689,27.940527
270488,19.240768
153189,3.3078194
258769,11.556703
135071,10.522499
269187,11.993622
66891,12.643073
237849,19.353836
213497,37.378426
96083,12.99355
209195,8.50475
258460,17.382584
102916,3.9242976
11926,3.416155
84021,4.2931957
160011,12.230175
192787,18.359669
186032,9.599574
269038,14.810145
210521,12.495775
259077,9.543492
245588,25.840763
61349,28.65903
2440,56.551765
93741,3.2248883
126159,10.021046
108584,10.29884
138883,9.506284
100547,15.951157
114363,26.453556
19186,32.921986
58644,22.059647
143305,34.36743
248939,37.89297
155123,15.673213
260415,10.178856
58579,24.03924
261276,25.639668
178859,7.0438056
157472,143.28613
6061,18.252403
212250,8.826286
242470,14.298523
284155,5.4696727
159980,13.940046
187478,10.605028
275879,4.86008
206880,8.538036
99207,38.339638
271559,6.2894096
206246,12.230175
250007,16.234026
116474,14.021964
96162,5.209014
203860,24.227781
20598,14.984722
187229,3.1501842
71704,35.73647
190838,8.005094
235135,29.167263
235858,11.244982
199593,30.26997
145032,54.27918
181022,7.850262
59796,42.604206
177029,10.399906
261606,45.35195
193771,8.947787
294082,40.022957
190929,7.534792
89431,11.201141
235156,31.291904
225340,24.802326
129273,3.9628086
172668,15.982342
109500,16.4575
186350,7.7739725
68038,30.21091
31763,10.099642
41720,18.288092
206618,6.3263702
172690,18.323847
292208,13.723924
273819,14.326477
243462,11.900288
222467,14.3544855
195771,117.40447
280455,6.344931
42717,13.172417
108167,64.58414
149325,28.996862
23108,9.981977
213975,31.660759
211807,38.564953
216954,7.28872
280860,12.66779
156949,124.97643
86615,2.7718952
269871,12.842173
145774,60.908653
123375,36.79893
234458,25.14375
93601,8.422102
82740,5.615811
585,19.92923
153138,31.909082
268890,2.070991
12259,11.534157
263044,44.999012
124328,7.6236105
69112,11.993622
21188,38.115654
246496,1.4026719
196498,48.2769
224332,4.8034573
96918,5.053683
295943,5.4857206
40707,14.410667
65413,13.67042
282995,13.45848
133095,22.494736
162703,10.060267
181635,13.967299
263120,101.60509
3844,19.658615
115790,52.301823
113251,17.113092
71533,23.390823
148489,46.609146
88065,12.767144
165586,8.878154
49484,4.574548
294861,11.78464
151927,4.841131
96260,36.157722
224569,4.9607773
93633,20.203571
161841,9.884971
4587,9.017967
64108,24.657425
285222,6.089955
152321,21.380943
72587,11.69293
76131,5.5018153
241293,13.484792
23244,22.848976
35269,6.0190043
121417,8.554731
33621,3.1195703
200873,18.039759
47677,10.941666
130261,126.944534
218381,28.715061
173929,9.00037
149574,28.269875
168096,10.814194
118282,26.81771
87015,1.8231869
14230,23.898796
82975,38.791576
42344,1.6279225
242296,18.831797
111057,49.03715
136594,5.464334
253070,10.359362
96763,7.911832
33204,19.316074
270874,23.34518
256601,7.0438056
208413,22.016605
298683,24.46554
150326,11.157471
220519,5.7098207
9857,5.6322875
290547,33.90077
67868,8.275352
211946,15.310146
54814,7.7588024
225051,2.9883654
160216,14.868112
281718,7.21789
91925,20.203571
170581,3.6757524
145478,55.02638
271849,8.210952
13784,98.09513
179242,107.31636
146924,99.25143
160154,3.1563432
206004,66.374466
137077,11.946866
232088,2.5486069
138573,24.996857
72899,33.375175
69429,23.073206
68563,18.868618
238751,4.8034573
161463,155.53563
104111,6.5463414
241769,10.856518
172917,6.655928
238606,5.053683
124573,18.795055
2595,57.667145
77740,4.58797
142206,52.506523
220175,16.716665
37564,12.544682
98411,3.5522394
48457,13.275731
101213,7.0990505
177251,13.723924
290059,23.62037
269407,9.731719
131995,7.698425
67627,19.429583
257663,6.954946
66787,13.353744
207505,33.31006
98495,10.501966
192061,40.101196
53926,10.920318
81707,7.3890567
249939,7.1407676
15944,3.9128177
165256,14.382549
51295,10.814194
68267,6.6819777
91451,15.703855
2643,20.046345
172860,7.6834025
52304,9.962502
37360,6.508096
131094,159.22409
225345,29.684498
273492,1.9684491
132873,33.05083
122581,23.898796
8477,12.302046
291815,95.82272
9906,16.4575
235965,15.982342
150813,6.4574494
137502,10.730036
37884,13.044405
32935,26.453556
16356,27.777288
160397,14.326477
246582,8.965281
251047,58.804516
238229,8.099455
268140,17.14655
285647,14.242779
205476,12.618403
72760,17.969429
123497,27.72309
135883,18.979498
294868,4.5700827
182893,8.389267
34256,29.56877
40245,5.6709213
163481,37.451508
122295,18.612404
103549,5.8623743
41805,8.099455
176189,24.180508
247981,14.3544855
273162,5.6931167
218014,9.981977
173287,32.222218
228521,39.47949
4085,46.066143
250264,3.3207653
243175,15.430224
111173,2.600143
28397,9.674864
245278,5.254998
225737,38.489693
62994,26.765385
242806,70.105415
49803,12.3260975
61129,22.893646
228049,54.49162
249685,11.422064
45483,10.238671
131429,9.884971
111526,8.455065
80331,11.092287
247751,5.9025865
125678,16.489674
17653,8.052138
247554,8.63868
275883,12.01707
206589,28.380524
251032,11.900288
259755,26.661036
84440,24.46554
159961,12.278044
112877,15.043371
253382,15.370068
250983,36.087173
282664,65.85793
97341,65.090675
36515,4.136797
83147,19.658615
192661,28.269875
152197,32.793636
72332,48.371284
118545,103.20513
262703,13.804575
198416,24.086237
71620,42.521076
244418,18.612404
224198,12.4713955
99432,20.007233
186420,3.9744358
289158,18.323847
299075,2.0699801
262174,20.203571
233857,82.28233
240224,15.310146
6756,199.71176
150633,3.8521557
272890,13.095461
67600,12.230175
35062,27.346643
288668,5.4910803
279969,22.23266
138058,19.316074
110543,14.552086
134521,8.162981
188758,37.96705
34525,12.111321
81272,5.8795743
80680,11.556703
144552,6.191901
7534,7.210843
93379,12.111321
114906,13.940046
282486,1.7043829
154308,15.161358
108083,5.0883474
131798,13.885697
199061,13.198168
185391,18.181246
237552,21.67527
269109,20.80423
64217,18.431526
17615,1.9598178
108257,19.203224
218391,37.232704
108677,7.6834025
189533,12.569208
51148,38.564953
81843,17.656319
52612,17.14655
180601,26.145367
291151,5.593917
147446,23.898796
299342,6.921069
45505,7.549523
253050,3.5211549
54180,19.92923
98146,19.09103
33091,25.740017
12835,9.788908
276059,2.156647
72065,22.626923
71828,60.671173
294942,5.363879
149166,6.271011
198178,7.7436633
165351,5.3796177
20252,64.83691
237631,13.121061
71004,4.869581
280509,4.761424
289924,7.302971
54746,6.5271897
176590,64.08155
38846,13.32769
194370,12.350196
177458,15.734556
66525,11.092287
67988,4.874338
32466,8.19493
38063,5.4590006
53939,23.482374
30198,13.45848
232255,19.16575
108071,25.291512
191326,29.51108
297511,7.534792
113972,44.042553
296502,18.075027
32107,20.561853
164098,5.6267896
192778,23.482374
30013,3.5800996
197109,20.124805
191931,3.363192
199065,10.060267
235818,11.027483
204768,6.655928
219877,30.38845
127940,32.474937
204244,31.784674
150236,4.8934164
192756,18.503662
126326,6.793835
51976,18.110365
90862,22.059647
209828,32.729645
265703,13.32769
292515,43.614548
213828,23.805628
278903,13.146716
58531,11.670115
13995,7.834944
208619,37.015186
22631,15.161358
57620,58.346893
24744,13.590555
293147,7.7588024
142405,44.21493
241784,16.20235
134121,5.12325
153927,35.320133
74538,19.735554
171555,18.868618
276092,3.4362302
18849,55.02638
177283,3.5040038
118811,14.270623
143713,25.44014
123583,10.835336
70883,3.6011379
159299,1.999448
100,14.187252
40128,8.50475
185633,59.96434
92987,14.076843
54133,14.298523
181961,14.637606
115533,23.028181
31238,7.5938883
293072,5.4910803
296357,20.88565
290944,12.842173
232184,12.767144
95223,19.735554
6067,27.940527
102264,41.052166
90041,11.422064
90616,8.147054
62663,18.75838
48305,6.3573356
220246,20.723122
112759,64.332344
162741,31.291904
212595,32.53843
281378,5.432409
294187,2.5548368
24375,6.4953976
217378,7.2461386
236052,20.561853
22340,15.734556
38836,3.4869359
111996,7.476156
296349,19.543766
78659,14.495355
166750,12.447059
181280,2.8851311
77402,8.210952
84240,14.552086
88957,12.593782
6917,5.128256
17551,7.071373
197490,12.544682
225904,7.5938883
42862,10.814194
101377,183.26578
54696,9.286072
96298,14.66622
174007,8.036426
125763,21.67527
178461,3.399515
135641,24.657425
61107,11.807677
268057,6.0013957
138586,25.689795
226417,26.557096
66135,49.61518
132622,9.599574
147831,47.994854
146885,50.200024
36446,18.004562
59507,121.131294
291266,12.01707
59032,19.203224
212230,26.713158
28134,3.3305087
109823,14.723621
278006,11.946866
70225,42.938362
179951,9.962502
204742,23.34518
31700,4.980194
263696,8.672494
107748,8.178941
54177,35.59715
103713,12.742234
252849,42.438114
12584,44.128654
208075,3.6364777
2908,8.323981
265635,4.289005
232851,64.332344
47534,4.841131
116116,47.4357
295695,6.9143147
231017,9.8656845
168527,4.112629
150335,11.923551
169818,14.382549
129882,18.288092
64693,7.0026536
201247,12.4713955
206710,9.8656845
35852,8.63868
66557,26.401941
270879,25.291512
98390,10.522499
134361,8.706436
221624,48.182697
270028,4.1651735
265893,4.0370245
220059,114.6848
32841,17.587484
128188,38.564953
193657,11.179285
55555,17.934364
159073,15.28027
247278,3.6757524
210903,5.794076
196686,21.930769
193876,19.09103
108395,9.599574
277014,12.792107
268519,16.329426
224617,18.503662
298159,8.455065
25635,22.848976
109882,17.656319
270257,15.6426325
126196,35.045273
18378,17.416569
295107,12.135
218450,12.544682
149391,15.951157
267166,10.751013
54508,12.040563
168959,4.4511576
119411,16.170734
80409,8.50475
91737,12.422772
188998,10.198753
103642,35.94648
233233,14.104364
63970,4.4729443
93980,14.187252
143005,27.346643
2109,90.017136
277665,25.941896
256184,6.9481573
285066,22.538715
156971,124.48919
261957,16.425385
168263,15.734556
99515,25.79034
126749,1.8464801
227782,49.325317
166618,28.15966
39951,4.583491
257848,2.9362948
108150,22.804394
200530,41.69865
297760,17.690836
62432,12.495775
256205,31.109087
170972,2.2957387
281533,16.782093
273034,8.020746
134965,11.157471
287158,11.489187
129771,25.09469
125804,24.03924
260441,13.53757
103079,24.133327
104291,16.265764
92654,9.469224
63907,20.88565
141737,7.6087356
91965,26.453556
186422,2.854304
208110,13.750753
150732,7.0575757
177490,7.6087356
25248,28.104721
105702,17.213655
125023,4.040968
238925,6.927831
25272,27.886007
114246,57.667145
221673,13.53757
126294,22.848976
81752,6.5399513
142107,89.66618
53451,29.684498
66905,20.007233
3427,5.0438213
76962,7.3243976
288495,4.7428617
30669,31.048384
120053,6.3387384
99805,9.846436
110607,48.845974
105933,20.401838
10890,41.455032
203610,19.620258
59194,33.440426
252812,23.805628
204655,11.489187
83686,7.417976
97682,38.867413
297431,3.1134832
243788,35.251217
229366,16.749348
142987,44.999012
169795,7.7436633
186398,13.697145
49005,9.213807
230152,6.8538094
220700,15.043371
187447,9.322416
171027,11.377533
268837,5.0734625
260436,13.4322195
78469,8.052138
187518,3.4733422
94427,2.515228
7978,8.538036
238128,11.624617
176944,12.040563
261059,7.7285542
143866,111.59141
141597,15.28027
113784,4.481689
162718,3.8596861
15235,56.331272
168739,5.4857206
29198,28.715061
172392,10.625759
140857,32.096603
232539,22.494736
200770,21.25603
95206,12.374341
21225,8.19493
165923,28.82745
286031,10.877743
123402,11.71579
141345,20.362028
185235,8.809064
149059,36.87087
126256,7.133799
55783,63.33495
10149,12.182495
23157,24.561296
62986,66.374466
83341,6.4827237
211693,11.69293
270827,66.1157
92432,4.268113
222635,6.173788
1697,70.3798
31580,8.895513
258898,8.672494
21527,8.50475
50846,46.246437
156214,18.004562
76180,4.936614
78263,36.087173
121612,26.557096
207258,59.96434
130277,109.86133
14924,7.7436633
10881,6.3140254
235096,28.325146
292225,5.0734625
95527,118.32528
14258,21.131851
108941,17.348665
235808,21.548634
225930,22.363312
177018,3.8710105
159079,12.4713955
178963,9.177886
51085,11.092287
212100,6.988989
160711,5.4910803
75286,14.897179
286053,4.8886395
152792,7.8963943
70066,6.5848103
159387,19.391674
10572,4.7382317
220281,13.697145
106708,16.684048
203718,17.690836
185346,7.7588024
219491,6.131728
281638,4.4208336
79927,23.528278
213410,17.518917
112120,28.104721
48286,14.214988
148933,4.917368
66895,22.582779
182996,5.316943
14150,28.4916
11061,30.74666
273229,4.7428617
211317,18.252403
231288,32.03397
77503,16.393337
273639,2.9912853
150509,24.417803
77546,14.410667
18828,27.615011
191665,9.487736
91317,14.609043
279237,9.543492
8579,15.28027
58640,20.642332
201927,32.85775
208477,6.9143147
246076,19.467571
8845,5.4271073
261725,5.704247
142778,41.861855
218490,39.556675
233234,22.059647
245731,18.145767
44727,11.266965
80256,21.380943
32469,5.9896865
102725,12.495775
105769,40.972065
31581,20.124805
189690,5.432409
42953,35.045273
273979,11.923551
183110,38.867413
262975,13.885697
135559,15.250456
144351,40.179596
156961,106.481224
78202,44.30137
5839,29.453491
98816,58.804516
167014,36.087173
19528,31.846819
188562,12.742234
163994,9.618342
205167,14.326477
159055,13.67042
24339,5.0438213
246105,35.666748
259530,15.310146
240687,20.9674
114356,12.135
46411,25.891283
259424,9.304226
55130,13.40601
270067,6.234374
42354,8.621825
55257,42.438114
268795,13.45848
203007,30.62679
82346,12.087688
171973,1.5770664
253670,7.0644712
91929,26.557096
107945,12.111321
88463,4.3226438
249589,8.19493
144291,32.921986
193784,66.63426
241171,14.270623
10026,1.6426946
116696,54.81184
160409,8.340255
122791,5.3481884
18520,21.297585
13879,6.5463414
108740,11.97022
135218,7.9738855
52274,15.888968
229017,29.56877
93398,1.2966261
203053,5.400673
193750,11.624617
252485,11.69293
66717,10.139172
96895,11.556703
106272,1.885659
232218,14.723621
19384,51.390495
116893,30.26997
94264,18.21679
117901,33.768597
478,9.506284
124898,26.87014
138891,18.039759
218022,5.5018153
295673,23.208797
41419,10.646532
111707,17.013111
164308,36.727127
102693,4.8081503
141165,14.326477
129284,3.1104445
227998,6.7872043
127882,21.380943
3329,20.24307
144976,93.2381
38810,9.769808
107415,22.494736
42496,10.001493
250788,16.393337
209778,13.804575
209136,15.072782
81425,1.0
96085,26.557096
167970,38.414593
78824,6.3387384
158275,15.581646
251270,9.618342
107409,55.02638
180559,6.501744
199297,10.814194
71013,19.851532
104377,12.374341
299076,7.638515
52017,3.9473598
185939,10.584333
24224,10.198753
45119,10.814194
88307,55.241745
12908,19.851532
102792,21.760101
232971,58.804516
119791,32.474937
67478,10.605028
233932,5.322138
205940,1.9550389
34137,26.350424
91420,20.007233
230500,6.185858
99710,18.075027
235133,28.603115
277213,7.9894753
19400,63.088043
237456,14.523694
121658,27.186876
277650,14.076843
72039,174.87341
71798,28.269875
182421,4.8886395
115809,13.275731
181534,11.179285
278074,23.073206
221153,9.69378
34217,10.89901
76530,18.612404
99918,4.2931957
195304,68.214424
121675,17.553165
6391,44.042553
74840,33.834614
144601,7.036929
39779,1.6058172
110498,59.73057
58544,7.253219
245826,43.956615
32038,17.969429
290287,13.275731
138206,5.239626
254594,21.049461
88596,1.812535
30663,19.353836
26006,48.182697
145548,29.97581
148101,21.548634
141848,10.688202
6906,31.109087
279520,25.291512
192534,9.808047
11945,5.6764617
259340,11.223039
61497,10.563682
220790,21.464624
277751,21.590763
229576,6.8605065
116966,25.045725
204069,30.447859
126551,14.580536
295654,6.4890575
270357,27.777288
18148,45.88654
232214,12.842173
162939,13.697145
12546,10.001493
251774,19.203224
11133,20.007233
84116,8.19493
246757,11.201141
122786,14.955483
115689,17.24731
49148,22.538715
274677,12.350196
102435,7.490772
273393,32.159348
263331,4.9607773
195072,4.3057914
142437,17.450619
293080,38.264835
163937,7.3101063
111016,15.340077
171733,7.147744
1756,41.29342
77414,27.240028
173275,19.053783
205642,4.822258
52045,20.521732
155623,31.353085
91604,3.7082012
8252,20.48169
28345,18.831797
203742,14.752409
293998,10.856518
140772,26.92267
142390,91.79256
280907,52.91834
145442,19.890345
62879,13.40601
90372,2.0279617
36505,4.060748
18625,4.201942
202358,9.674864
108642,62.109947
291391,24.996857
183424,26.196478
266503,22.276127
141135,7.638515
185316,6.934601
207405,8.291529
119435,28.214718
77520,3.5487719
288397,36.087173
246351,24.705631
207538,29.97581
21280,18.039759
93999,8.826286
250001,17.013111
2574,62.5971
259032,17.794798
60773,13.9128475
66704,10.814194
100337,3.4699514
29923,17.450619
37393,3.4362302
228449,15.043371
35480,30.866999
85156,13.804575
207757,24.46554
230304,15.888968
244204,37.232704
285882,11.556703
260548,26.401941
286264,23.852167
77844,39.711487
40401,2.4689887
168487,8.791876
15528,15.92003
48602,3.2091806
89330,12.66779
4253,6.5848103
213784,14.723621
289599,20.441727
126466,21.973644
246566,6.734385
206510,40.972065
33044,2.699763
97658,23.945522
136494,6.1377187
108725,17.864447
33210,6.2282887
114556,9.24987
14022,32.159348
158290,10.4202385
108276,15.703855
212604,41.052166
153881,8.554731
39523,26.196478
101103,3.9089985
148740,85.894936
288474,17.518917
131804,11.005967
210826,6.941376
273838,19.851532
257052,7.154729
178150,9.580842
123792,3.363192
284610,4.98993
193682,14.021964
149079,10.877743
2371,34.09998
163451,20.9674
203425,15.191
292779,4.2722836
284785,7.7739725
236665,38.64034
127883,6.173788
96069,9.413901
49916,15.765318
251923,8.757599
270851,29.110353
98612,3.2597177
18020,26.557096
162210,4.4122066
275984,11.005967
124489,3.0742068
124677,55.02638
203442,26.043438
194657,7.023198
293709,16.913717
246040,19.16575
274872,7.534792
135539,12.278044
153064,23.390823
91856,9.8656845
198319,67.68359
93973,26.09435
29983,6.927831
260808,39.556675
190142,17.656319
22826,13.301683
53138,11.135699
256530,5.188706
107397,27.453674
68306,21.297585
248745,21.049461
24589,7.476156
183503,11.266965
264658,11.670115
73369,8.422102
244074,12.350196
117186,36.01676
47478,11.422064
179839,127.94015
188053,8.323981
247206,33.768597
43765,19.50563
278895,15.400116
130185,95.07703
267839,51.090256
3623,85.226524
175954,10.856518
115079,14.694895
118883,19.053783
238712,7.071373
63586,4.1773944
211835,57.442326
97336,4.301589
185621,12.942894
97058,4.481689
157656,31.846819
157002,176.24503
267838,25.79034
194177,18.503662
113708,10.688202
148282,28.547304
34321,95.07703
96243,29.338663
59654,14.104364
222004,5.063563
127064,15.131777
289706,4.583491
18006,54.81184
257516,17.725422
81683,8.791876
258893,21.42274
66471,37.59808
140803,31.537329
14277,11.738694
44684,5.2498693
180021,2.4701943
258645,7.5938883
49587,6.161741
289863,9.231819
159364,19.581976
51612,21.25603
205411,16.297564
12943,11.135699
129987,35.94648
96188,3.500584
122802,10.359362
257025,11.946866
72636,14.3544855
162215,2.4012194
152772,27.186876
179939,2.441416
138399,40.81234
249543,5.5125723
249020,32.66578
122833,6.4448485
271412,18.979498
124835,95.44916
154566,13.590555
121405,9.053261
101455,15.703855
233564,20.362028
95316,15.250456
270442,27.886007
285998,18.395561
228115,38.339638
279862,47.714455
255208,36.79893
153190,4.8364053
48820,10.89901
90531,3.5696263
287905,20.763636
191101,7.5200906
39897,9.769808
73248,1.8655112
248766,5.5179577
200685,25.3905
298279,9.142103
